left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,Congr/Incongr,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
A,B,35,A,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.2442,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,33,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.8891,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,85,A,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,3.4847,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,
A,B,35,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4074,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,95,A,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.42,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,33,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.2498,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,85,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.4436,nonsocial,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,
A,B,33,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.8844,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,85,A,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7754,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,35,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.1023,nonsocial,2,0,2,0,1,,,,,,Incongruent,,,,,
A,B,95,A,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.355,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,
B,A,85,A,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.2387,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,35,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.4008,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,33,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.8959,nonsocial,2,0,2,0,1,,,,,,Incongruent,,,,,
B,A,95,B,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.4728,nonsocial,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,,
,,,,,,,,,,,,,,,,,flcs96,001,2022-03-16_11h58.31.985,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
