left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,58,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,3.5897,Incongruent,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,80,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.7081,,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8544,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,54,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.9541,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,60,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.2989,,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.8341,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,58,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,3.097,,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,80,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.3166,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.5362,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2514,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,58,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.7668,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,80,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3949,Incongruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,80,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.5457,,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,60,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.4729,,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.5802,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,58,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,4.8062,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.0545,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.9156,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,80,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.1718,,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,58,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,4.2831,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
A,B,93,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.5442,,social,0,0,0,0,1,,,,,,,,,,
A,B,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.3021,Congruent,social,1,0,1,0,1,,,,,,,,,,
A,B,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.9357,Congruent,social,2,0,2,0,1,,,,,,,,,,
A,B,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.213,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.0102,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.9845,Congruent,social,1,0,1,0,1,,,,,,,,,,
B,A,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.9901,Congruent,social,2,0,2,0,1,,,,,,,,,,
B,A,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1101,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.0186,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8783,Congruent,social,1,0,1,0,1,,,,,,,,,,
B,A,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.3201,Congruent,social,2,0,2,0,1,,,,,,,,,,
B,A,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.1257,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.2081,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.3639,Incongruent,social,1,0,1,0,1,,,,,,,,,,
B,A,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8928,Incongruent,social,2,0,2,0,1,,,,,,,,,,
B,A,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8757,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.2462,Congruent,social,0,0,0,0,1,,,,,,,,,,
A,B,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.9682,Incongruent,social,1,0,1,0,1,,,,,,,,,,
A,B,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.9821,Congruent,social,2,0,2,0,1,,,,,,,,,,
A,B,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.3423,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,75,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5263,Congruent,social,0,0,0,0,1,,,,,,,,,,
A,B,13,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.1848,Congruent,social,1,0,1,0,1,,,,,,,,,,
A,B,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.9735,Congruent,social,2,0,2,0,1,,,,,,,,,,
A,B,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.8943,Congruent,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
A,B,80,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.853,,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7461,Incongruent,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8574,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,58,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.2078,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.2471,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.9745,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,80,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.9921,,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,58,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.6385,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,80,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.5517,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,54,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,,0,,,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.2011,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,58,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.6528,,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1679,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,58,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8994,Incongruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9343,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,80,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.9763,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,58,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,0.7986,,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8435,Congruent,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.6622,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,80,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.4315,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,60,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8615,Congruent,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,80,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.7797,Incongruent,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,54,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.079,Congruent,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,58,B,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6987,Congruent,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
B,A,93,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.0564,Congruent,social,0,0,0,0,1,,,,,,,,,,
B,A,37,A,,,,,,,,,,,,,,flsc98,001,2022-03-08_10h44.22.475,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8153,Congruent,social,1,0,1,0,1,,,,,,,,,,
