left,right,stim,response_training.keys,response_training.corr,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,ParticipantAnswer,response_training.rt,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,4.1533,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.4186,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,2.8445,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,3.5954,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,3.5108,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.5173,Incongruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.1318,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.2463,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.2089,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.9253,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.8272,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.7178,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.1264,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,2.7619,Incongruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.8854,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.8868,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.3012,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.5107,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.6049,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.7056,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.2513,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.8801,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.8969,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
B,A,59,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.7617,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
B,A,71,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.8414,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,53,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0118,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,19,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.2486,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,53,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.3458,Incongruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,19,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,2.5718,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,71,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,3.8207,Incongruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,59,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,2.0975,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,59,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,2.0018,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,53,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,2.6565,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,19,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,2.2985,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,71,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.6138,Incongruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,59,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.7378,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,19,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,2.229,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,53,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.3621,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,71,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.4414,Incongruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,19,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.9833,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,59,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.0429,Incongruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,71,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.7815,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,53,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.8676,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,53,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.1749,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,19,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.0149,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,59,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.2788,Incongruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,71,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.7866,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
A,B,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,2.1556,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.6754,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.1016,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.3328,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.2594,Incongruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,2.3904,Incongruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.2072,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.9555,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.9229,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.6881,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.5635,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,3.6207,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.9967,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,2.1226,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.7533,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7088,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.4221,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.9312,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.3361,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.2176,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,78,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0434,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,56,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.9897,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.9549,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0202,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
A,B,71,,,,,,,,,,,,,lira02,001,2022-04-25_13h06.15.278,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,2.5576,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
