left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Congr/Incongr,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,99,A,right,0,4.6672,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""B"",""A"",""A""]]",Yes,0,2,2,0,1,A,,,,,,,,,,,,,,,,,,,,
B,A,38,A,right,0,5.4123,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""B"",""A"",""A""]]",Yes,0,3,3,1,1,A,,,,,,,,,,,,,,,,,,,,
B,A,12,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,3.6865,social,0,0,0,0,1,,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,4.9488,social,1,0,1,0,1,,,,,,,,,,,
B,A,10,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.7154,social,2,0,2,0,1,,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,3.2227,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,60,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,,0,,social,0,0,0,0,1,,,,,,,,,,,
B,A,10,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.1317,social,1,0,1,0,1,,,,,,,,,,,
B,A,12,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.8809,social,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,30,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.6227,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,10,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.7453,social,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,12,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.88,social,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,30,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.1964,social,2,0,2,0,1,,,,,,,,,,,
B,A,60,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3479,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,12,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.5659,social,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,30,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.3198,social,1,0,1,0,1,,,,,,,,,,,
B,A,60,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1423,social,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.598,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,60,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,3.6025,social,0,0,0,0,1,,,,,,,,,,,
A,B,12,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.2396,social,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,30,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.6748,social,2,0,2,0,1,,,,,,,,,,,
A,B,10,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.4012,social,3,0,3,0,1,Incongruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,12,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.8055,social,0,0,0,0,1,,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.908,social,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.8287,social,2,0,2,0,1,,,,,,,,,,,
B,A,10,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.2472,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
A,B,63,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.9634,nonsocial,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,35,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.4606,nonsocial,1,0,1,0,1,Incongruent,,,,,,,,,,
A,B,19,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.1937,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,65,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.9809,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,19,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.4398,nonsocial,0,0,0,0,1,,,,,,,,,,,
A,B,65,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.6447,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,35,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.9926,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,63,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.9606,nonsocial,3,0,3,0,1,Incongruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,65,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.8649,nonsocial,0,0,0,0,1,,,,,,,,,,,
B,A,19,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.4289,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,35,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6345,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,63,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.9429,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,63,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,3.3232,nonsocial,0,0,0,0,1,,,,,,,,,,,
A,B,35,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.6736,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,65,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8637,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,19,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.0425,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,65,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.2351,nonsocial,0,0,0,0,1,,,,,,,,,,,
A,B,19,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7762,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
A,B,35,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8479,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
A,B,63,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.6662,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,19,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.9491,nonsocial,0,0,0,0,1,Incongruent,,,,,,,,,,
A,B,65,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.2029,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,35,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.4664,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,63,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.5115,nonsocial,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
B,A,30,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.1693,social,0,0,0,0,1,,,,,,,,,,,
B,A,60,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.0792,social,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,10,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.6511,social,2,0,2,0,1,,,,,,,,,,,
B,A,12,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.6391,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,12,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.4137,social,0,0,0,0,1,,,,,,,,,,,
A,B,30,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.7602,social,1,0,1,0,1,Incongruent,,,,,,,,,,
A,B,10,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.1264,social,2,0,2,0,1,,,,,,,,,,,
A,B,60,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7091,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,30,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.694,social,0,0,0,0,1,Congruent,,,,,,,,,,
B,A,60,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.1637,social,1,0,1,0,1,,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.4134,social,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,12,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.5366,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,60,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,3.3777,social,0,0,0,0,1,Incongruent,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.3343,social,1,0,1,0,1,Incongruent,,,,,,,,,,
B,A,12,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.8043,social,2,0,2,0,1,,,,,,,,,,,
B,A,10,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.8261,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,30,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.4368,social,0,0,0,0,1,Congruent,,,,,,,,,,
A,B,12,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.0329,social,1,0,1,0,1,,,,,,,,,,,
A,B,60,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.1125,social,2,0,2,0,1,,,,,,,,,,,
A,B,10,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.2966,social,3,0,3,0,1,Congruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,60,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,,0,,social,0,0,0,0,1,,,,,,,,,,,
B,A,10,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.3654,social,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.5674,social,2,0,2,0,1,Incongruent,,,,,,,,,,
B,A,12,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2514,social,3,0,3,0,1,Incongruent,,,,,,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
B,A,19,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.112,nonsocial,0,0,0,0,1,,,,,,,,,,,
B,A,63,A,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3374,nonsocial,1,0,1,0,1,Congruent,,,,,,,,,,
B,A,35,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9291,nonsocial,2,0,2,0,1,Congruent,,,,,,,,,,
B,A,65,B,,,,,,,,,,,,,,udsc88,001,2022-03-15_10h15.19.423,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7571,nonsocial,3,0,3,0,1,Congruent,,,,,,,,,,
