left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,Congr/Incongr,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,99,B,left,0,1.4924,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""A"",""B"",""B""],[""B"",""A"",""B"",""A""]]",No,0,2,2,0,1,A,,,,,,,,,,,,,,,,,,,,
B,A,38,A,right,0,1.6178,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""A"",""B"",""B""],[""B"",""A"",""B"",""A""]]",Yes,0,3,3,1,1,A,,,,,,,,,,,,,,,,,,,,
B,A,18,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.5953,social,0,0,0,0,1,,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.7724,social,1,0,1,0,1,,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.8973,social,2,0,2,0,1,,,,,,,,,,,
B,A,64,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.8089,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,
A,B,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,4.4799,social,0,0,0,0,1,,,,,,Incongruent,,,,,
A,B,30,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.6961,social,1,0,1,0,1,,,,,,,,,,,
A,B,18,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.4831,social,2,0,2,0,1,,,,,,,,,,,
A,B,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.3286,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,
B,A,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,4.3307,social,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,64,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.5574,social,1,0,1,0,1,,,,,,,,,,,
B,A,18,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.8579,social,2,0,2,0,1,,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.5925,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,
B,A,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.0549,social,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,30,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.075,social,1,0,1,0,1,,,,,,,,,,,
B,A,64,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.5647,social,2,0,2,0,1,,,,,,,,,,,
B,A,18,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.6345,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,
B,A,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.8793,social,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,18,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.1833,social,1,0,1,0,1,,,,,,,,,,,
B,A,64,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.7538,social,2,0,2,0,1,,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.9103,social,3,0,3,0,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,
A,B,18,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.4804,social,0,0,0,0,1,,,,,,,,,,,
A,B,30,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.1773,social,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.1011,social,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.2315,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
A,B,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,3.7754,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,37,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.8741,nonsocial,1,0,1,0,1,,,,,,,,,,,
A,B,79,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.3071,nonsocial,2,0,2,0,1,,,,,,,,,,,
A,B,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.99,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,
A,B,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.0957,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.8523,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.2164,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.943,nonsocial,3,0,3,0,1,,,,,,Incongruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,
A,B,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.9927,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.736,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.95,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.7007,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,
A,B,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7636,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.5921,nonsocial,1,0,1,0,1,,,,,,Incongruent,,,,,
A,B,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.5915,nonsocial,2,0,2,0,1,,,,,,Incongruent,,,,,
A,B,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8845,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,
B,A,81,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.9305,nonsocial,0,0,0,0,1,,,,,,,,,,,
B,A,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7067,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.2119,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
B,A,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.1376,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,
B,A,79,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8121,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,83,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6606,nonsocial,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1674,nonsocial,2,0,2,0,1,,,,,,Congruent,,,,,
B,A,81,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.2919,nonsocial,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
A,B,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.5354,social,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.843,social,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,18,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.5063,social,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,30,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.6117,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,
B,A,18,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3435,social,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9714,social,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,30,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2046,social,2,0,2,0,1,,,,,,Congruent,,,,,
B,A,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7002,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,
A,B,30,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.9132,social,0,0,0,0,1,,,,,,,,,,,
A,B,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.7328,social,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,18,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.7833,social,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.7372,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,
A,B,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.8415,social,0,0,0,0,1,,,,,,Congruent,,,,,
A,B,30,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.9773,social,1,0,1,0,1,,,,,,Congruent,,,,,
A,B,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.3667,social,2,0,2,0,1,,,,,,Congruent,,,,,
A,B,18,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.1903,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,
B,A,30,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8177,social,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.3506,social,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,18,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.1848,social,2,0,2,0,1,,,,,,Congruent,,,,,
B,A,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.9086,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,
B,A,18,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8919,social,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,30,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8691,social,1,0,1,0,1,,,,,,Congruent,,,,,
B,A,64,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7945,social,2,0,2,0,1,,,,,,Congruent,,,,,
B,A,42,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6709,social,3,0,3,0,1,,,,,,Congruent,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,,
,,,,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
B,A,37,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.2825,nonsocial,0,0,0,0,1,,,,,,Congruent,,,,,
B,A,79,A,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.7452,nonsocial,1,0,1,0,1,,,,,,,,,,,
B,A,81,B,,,,,,,,,,,,,,elgr00,001,2022-03-15_11h27.43.122,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.6252,nonsocial,2,0,2,0,1,,,,,,,,,,,
