left,right,stim,response_training.keys,response_training.corr,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,ParticipantAnswer,response_training.rt,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
A,B,38,left,0,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,1.3459,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""B"",""A"",""A""]]",No,0,2,2,3,1,B,,,,,,,,,,,,,,,,,,,,,
A,B,99,left,0,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,0.6658,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""B"",""A"",""A""]]",Yes,0,3,3,0,1,A,,,,,,,,,,,,,,,,,,,,,
A,B,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7158,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.6866,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,0.6811,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,0.8339,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,2.4781,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.6925,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.5316,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.7373,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.4684,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
A,B,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.0898,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.6024,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.764,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.6514,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
B,A,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,2.2325,Incongruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.8511,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.1168,Incongruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.1077,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
B,A,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,0.9953,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.2642,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.7217,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.0126,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
B,A,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.4906,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.6563,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.1762,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
A,B,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.4923,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.587,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.3257,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.7362,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.916,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.8271,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.8334,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.8637,Incongruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.5587,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.5349,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7603,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.3425,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.2432,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7554,Incongruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.6604,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.7154,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.4805,Incongruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.3315,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,2.5931,Incongruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.97,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.3465,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.8446,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,53,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.167,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7543,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
B,A,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0913,Incongruent,0,social,0,0,0,0,1,,,,,,,,,,
B,A,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.9493,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.3389,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,2.3389,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,2.3464,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,2.8358,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,2.7445,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.7659,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.8894,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.2092,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.2532,Incongruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.8256,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.482,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,0.7449,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7891,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7427,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.7845,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.0863,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,0.645,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.8208,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,92,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,3.5088,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,22,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,1.3427,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,20,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.6903,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,82,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,0.7846,Incongruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1
B,A,89,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,2.0618,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,21,,,,,,,,,,,,,beka95,001,2022-04-27_16h24.24.270,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.5317,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
