stim,ParticipantAnswer,Reward,BlockType
92,B,1,nonsocial
92,B,1,nonsocial
92,B,1,nonsocial
92,B,1,nonsocial
92,B,1,nonsocial
92,B,1,nonsocial
92,A,1,nonsocial
92,A,0,nonsocial
92,A,1,nonsocial
92,A,0,nonsocial
92,A,0,nonsocial
92,A,1,nonsocial
62,B,0,nonsocial
62,A,1,nonsocial
62,A,1,nonsocial
62,B,0,nonsocial
62,B,0,nonsocial
62,B,1,nonsocial
62,B,0,nonsocial
62,A,1,nonsocial
62,A,0,nonsocial
62,A,1,nonsocial
62,B,0,nonsocial
62,A,1,nonsocial
58,A,1,nonsocial
58,A,0,nonsocial
58,B,0,nonsocial
58,A,0,nonsocial
58,A,1,nonsocial
58,A,0,nonsocial
58,A,0,nonsocial
58,B,1,nonsocial
58,B,1,nonsocial
58,B,1,nonsocial
58,B,1,nonsocial
58,B,1,nonsocial
26,NA,0,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
26,A,0,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
26,A,1,nonsocial
27,A,1,social
27,A,1,social
27,B,1,social
27,A,0,social
27,A,1,social
27,B,1,social
27,A,1,social
27,A,0,social
27,A,0,social
27,A,1,social
27,A,1,social
27,A,1,social
57,B,1,social
57,B,1,social
57,A,1,social
57,A,0,social
57,B,1,social
57,B,1,social
57,B,0,social
57,A,0,social
57,B,0,social
57,B,0,social
57,B,0,social
57,B,1,social
11,A,0,social
11,B,1,social
11,B,1,social
11,B,0,social
11,B,1,social
11,B,0,social
11,B,1,social
11,B,1,social
11,B,1,social
11,A,0,social
11,B,1,social
11,B,1,social
55,B,0,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,1,social
55,A,0,social
