stim,ParticipantAnswer,Reward,BlockType
74,A,0,nonsocial
74,B,0,nonsocial
74,A,0,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
74,B,1,nonsocial
84,A,0,nonsocial
84,A,0,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,1,nonsocial
52,A,0,nonsocial
98,A,0,nonsocial
98,B,0,nonsocial
98,B,0,nonsocial
98,B,0,nonsocial
98,A,1,nonsocial
98,A,0,nonsocial
98,A,1,nonsocial
98,A,1,nonsocial
98,A,1,nonsocial
98,A,1,nonsocial
98,A,1,nonsocial
98,A,1,nonsocial
21,A,1,social
21,A,1,social
21,A,1,social
21,A,1,social
21,A,1,social
21,A,1,social
21,A,1,social
21,A,0,social
21,A,1,social
21,A,1,social
21,A,1,social
21,A,1,social
37,B,0,social
37,B,0,social
37,B,0,social
37,A,0,social
37,A,1,social
37,A,0,social
37,A,0,social
37,A,0,social
37,A,1,social
37,A,1,social
37,A,1,social
37,A,1,social
49,B,1,social
49,A,0,social
49,A,0,social
49,B,1,social
49,A,0,social
49,B,1,social
49,B,1,social
49,A,0,social
49,B,1,social
49,B,1,social
49,B,1,social
49,B,0,social
65,B,1,social
65,B,1,social
65,B,1,social
65,B,1,social
65,B,1,social
65,B,1,social
65,A,0,social
65,B,1,social
65,B,1,social
65,B,1,social
65,B,1,social
65,B,1,social
