stim,ParticipantAnswer,Reward,BlockType
64,B,0,nonsocial
64,A,1,nonsocial
64,B,0,nonsocial
64,A,1,nonsocial
64,A,1,nonsocial
64,A,0,nonsocial
64,B,0,nonsocial
64,A,1,nonsocial
64,A,1,nonsocial
64,B,0,nonsocial
64,A,0,nonsocial
64,A,1,nonsocial
50,B,0,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,A,0,nonsocial
86,A,0,nonsocial
86,B,1,nonsocial
86,B,1,nonsocial
86,B,0,nonsocial
86,A,0,nonsocial
86,B,1,nonsocial
86,B,1,nonsocial
86,B,1,nonsocial
86,B,1,nonsocial
86,B,1,nonsocial
86,B,1,nonsocial
86,B,1,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,0,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,1,nonsocial
98,B,0,nonsocial
47,A,1,social
47,A,0,social
47,A,0,social
47,A,0,social
47,A,0,social
47,A,0,social
47,A,0,social
47,B,1,social
47,B,1,social
47,B,1,social
47,B,1,social
47,B,1,social
61,B,1,social
61,B,1,social
61,B,1,social
61,A,0,social
61,B,1,social
61,B,1,social
61,A,0,social
61,B,1,social
61,B,1,social
61,B,1,social
61,B,0,social
61,B,1,social
57,B,0,social
57,A,1,social
57,B,0,social
57,B,0,social
57,B,0,social
57,B,0,social
57,B,0,social
57,A,1,social
57,A,1,social
57,A,1,social
57,A,1,social
57,A,1,social
43,A,1,social
43,A,1,social
43,A,1,social
43,B,0,social
43,A,1,social
43,B,0,social
43,B,1,social
43,B,0,social
43,B,0,social
43,A,1,social
43,A,1,social
43,A,1,social
