stim,ParticipantAnswer,Reward,BlockType
46,B,1,social
46,B,1,social
46,A,0,social
46,A,0,social
46,B,1,social
46,A,0,social
46,B,1,social
46,A,0,social
46,B,0,social
46,A,0,social
46,A,0,social
46,A,0,social
70,B,0,social
70,A,1,social
70,B,0,social
70,B,0,social
70,A,1,social
70,A,1,social
70,B,0,social
70,B,0,social
70,A,1,social
70,B,1,social
70,A,1,social
70,B,0,social
98,A,1,social
98,B,0,social
98,A,1,social
98,B,0,social
98,B,0,social
98,A,1,social
98,A,1,social
98,A,1,social
98,B,0,social
98,A,1,social
98,B,1,social
98,A,0,social
26,B,0,social
26,B,1,social
26,B,1,social
26,B,1,social
26,A,0,social
26,B,1,social
26,B,1,social
26,B,0,social
26,A,0,social
26,B,1,social
26,B,1,social
26,B,1,social
73,B,1,nonsocial
73,B,1,nonsocial
73,A,1,nonsocial
73,A,0,nonsocial
73,A,0,nonsocial
73,B,0,nonsocial
73,A,1,nonsocial
73,A,0,nonsocial
73,B,0,nonsocial
73,B,0,nonsocial
73,B,1,nonsocial
73,A,1,nonsocial
51,A,1,nonsocial
51,B,0,nonsocial
51,A,1,nonsocial
51,A,0,nonsocial
51,B,0,nonsocial
51,B,0,nonsocial
51,B,0,nonsocial
51,B,1,nonsocial
51,A,1,nonsocial
51,B,0,nonsocial
51,A,1,nonsocial
51,B,0,nonsocial
27,A,0,nonsocial
27,A,0,nonsocial
27,B,1,nonsocial
27,B,1,nonsocial
27,A,0,nonsocial
27,B,0,nonsocial
27,A,1,nonsocial
27,A,0,nonsocial
27,A,0,nonsocial
27,A,0,nonsocial
27,B,1,nonsocial
27,A,0,nonsocial
25,A,1,nonsocial
25,A,0,nonsocial
25,B,0,nonsocial
25,B,0,nonsocial
25,B,0,nonsocial
25,A,1,nonsocial
25,B,0,nonsocial
25,B,0,nonsocial
25,B,0,nonsocial
25,A,1,nonsocial
25,A,1,nonsocial
25,A,1,nonsocial
