stim,ParticipantAnswer,Reward,BlockType
56,B,1,nonsocial
56,A,1,nonsocial
56,A,0,nonsocial
56,A,1,nonsocial
56,B,1,nonsocial
56,B,1,nonsocial
56,A,0,nonsocial
56,B,1,nonsocial
56,B,1,nonsocial
56,B,0,nonsocial
56,A,0,nonsocial
56,A,0,nonsocial
76,A,1,nonsocial
76,A,1,nonsocial
76,A,1,nonsocial
76,A,1,nonsocial
76,B,0,nonsocial
76,A,1,nonsocial
76,B,0,nonsocial
76,A,0,nonsocial
76,A,1,nonsocial
76,A,1,nonsocial
76,A,1,nonsocial
76,A,1,nonsocial
46,A,0,nonsocial
46,B,0,nonsocial
46,B,1,nonsocial
46,B,0,nonsocial
46,NA,0,nonsocial
46,A,0,nonsocial
46,A,1,nonsocial
46,A,1,nonsocial
46,A,1,nonsocial
46,A,1,nonsocial
46,A,1,nonsocial
46,A,1,nonsocial
16,B,0,nonsocial
16,A,0,nonsocial
16,B,1,nonsocial
16,B,0,nonsocial
16,A,0,nonsocial
16,B,1,nonsocial
16,A,0,nonsocial
16,B,1,nonsocial
16,B,1,nonsocial
16,B,1,nonsocial
16,B,1,nonsocial
16,B,1,nonsocial
23,A,1,social
23,A,1,social
23,A,0,social
23,A,1,social
23,A,1,social
23,A,1,social
23,A,1,social
23,A,1,social
23,A,1,social
23,A,1,social
23,A,0,social
23,A,1,social
93,B,1,social
93,B,0,social
93,B,1,social
93,B,1,social
93,B,0,social
93,B,1,social
93,B,1,social
93,B,1,social
93,B,1,social
93,B,1,social
93,B,1,social
93,B,1,social
13,A,0,social
13,B,0,social
13,B,0,social
13,A,0,social
13,B,0,social
13,A,1,social
13,B,0,social
13,A,1,social
13,A,1,social
13,A,1,social
13,A,1,social
13,A,1,social
71,B,1,social
71,B,1,social
71,A,0,social
71,B,0,social
71,B,1,social
71,B,0,social
71,B,0,social
71,A,0,social
71,A,0,social
71,A,0,social
71,B,1,social
71,B,1,social
