stim,ParticipantAnswer,Reward,BlockType
20,A,0,social
20,A,1,social
20,A,1,social
20,A,1,social
20,A,1,social
20,A,0,social
20,A,1,social
20,A,1,social
20,A,1,social
20,A,1,social
20,A,1,social
20,A,1,social
14,B,1,social
14,A,0,social
14,A,0,social
14,A,1,social
14,A,0,social
14,B,1,social
14,A,0,social
14,A,0,social
14,B,1,social
14,B,1,social
14,B,1,social
14,B,1,social
52,A,1,social
52,B,0,social
52,B,0,social
52,B,0,social
52,A,1,social
52,A,1,social
52,A,1,social
52,B,0,social
52,A,1,social
52,A,1,social
52,A,0,social
52,A,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,1,social
38,B,0,social
27,A,1,nonsocial
27,A,0,nonsocial
27,B,0,nonsocial
27,A,1,nonsocial
27,A,1,nonsocial
27,A,1,nonsocial
27,B,0,nonsocial
27,A,0,nonsocial
27,A,0,nonsocial
27,B,0,nonsocial
27,A,1,nonsocial
27,A,1,nonsocial
53,B,0,nonsocial
53,A,0,nonsocial
53,A,0,nonsocial
53,B,0,nonsocial
53,B,0,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,A,0,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
95,B,1,nonsocial
99,A,1,nonsocial
99,A,1,nonsocial
99,A,1,nonsocial
99,A,1,nonsocial
99,A,0,nonsocial
99,A,1,nonsocial
99,A,1,nonsocial
99,A,1,nonsocial
99,A,1,nonsocial
99,A,0,nonsocial
99,A,0,nonsocial
99,A,1,nonsocial
