stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
20,A,,nonsocial,fegr98,0,0
10,A,,nonsocial,fegr98,1,0
60,B,,nonsocial,fegr98,2,0
66,A,1,nonsocial,fegr98,3,0
20,B,1,nonsocial,fegr98,0,1
60,B,,nonsocial,fegr98,1,1
66,B,,nonsocial,fegr98,2,1
10,A,,nonsocial,fegr98,3,1
66,B,,nonsocial,fegr98,0,2
20,A,,nonsocial,fegr98,1,2
10,A,,nonsocial,fegr98,2,2
60,B,,nonsocial,fegr98,3,2
66,A,1,nonsocial,fegr98,0,3
60,B,,nonsocial,fegr98,1,3
10,B,1,nonsocial,fegr98,2,3
20,A,,nonsocial,fegr98,3,3
10,A,,nonsocial,fegr98,0,4
66,B,,nonsocial,fegr98,1,4
20,B,1,nonsocial,fegr98,2,4
60,B,,nonsocial,fegr98,3,4
66,A,0,nonsocial,fegr98,0,5
10,B,1,nonsocial,fegr98,1,5
60,A,1,nonsocial,fegr98,2,5
20,B,1,nonsocial,fegr98,3,5
85,B,,social,fegr98,0,0
33,A,1,social,fegr98,1,0
55,B,1,social,fegr98,2,0
43,B,1,social,fegr98,3,0
85,A,1,social,fegr98,0,1
55,B,0,social,fegr98,1,1
43,B,1,social,fegr98,2,1
33,A,1,social,fegr98,3,1
43,A,,social,fegr98,0,2
33,B,,social,fegr98,1,2
85,A,1,social,fegr98,2,2
55,B,1,social,fegr98,3,2
85,A,0,social,fegr98,0,3
33,B,,social,fegr98,1,3
43,A,,social,fegr98,2,3
55,A,,social,fegr98,3,3
55,B,1,social,fegr98,0,4
33,B,,social,fegr98,1,4
85,A,1,social,fegr98,2,4
43,A,,social,fegr98,3,4
43,A,,social,fegr98,0,5
85,A,1,social,fegr98,1,5
33,A,1,social,fegr98,2,5
55,B,1,social,fegr98,3,5
60,A,1,nonsocial,fegr98,0,0
66,B,,nonsocial,fegr98,1,0
10,A,,nonsocial,fegr98,2,0
20,B,1,nonsocial,fegr98,3,0
20,B,1,nonsocial,fegr98,0,1
10,A,,nonsocial,fegr98,1,1
66,B,,nonsocial,fegr98,2,1
60,A,1,nonsocial,fegr98,3,1
60,A,1,nonsocial,fegr98,0,2
66,B,,nonsocial,fegr98,1,2
10,A,,nonsocial,fegr98,2,2
20,B,1,nonsocial,fegr98,3,2
10,B,1,nonsocial,fegr98,0,3
20,B,1,nonsocial,fegr98,1,3
60,A,1,nonsocial,fegr98,2,3
66,A,1,nonsocial,fegr98,3,3
60,A,1,nonsocial,fegr98,0,4
66,A,1,nonsocial,fegr98,1,4
20,B,1,nonsocial,fegr98,2,4
10,B,1,nonsocial,fegr98,3,4
20,B,1,nonsocial,fegr98,0,5
10,B,1,nonsocial,fegr98,1,5
60,A,1,nonsocial,fegr98,2,5
66,A,0,nonsocial,fegr98,3,5
55,B,1,social,fegr98,0,0
43,B,1,social,fegr98,1,0
33,A,1,social,fegr98,2,0
85,A,0,social,fegr98,3,0
55,B,1,social,fegr98,0,1
43,B,1,social,fegr98,1,1
85,A,1,social,fegr98,2,1
33,A,1,social,fegr98,3,1
33,A,1,social,fegr98,0,2
55,A,,social,fegr98,1,2
43,A,,social,fegr98,2,2
85,B,,social,fegr98,3,2
85,B,,social,fegr98,0,3
33,A,1,social,fegr98,1,3
43,A,,social,fegr98,2,3
55,A,,social,fegr98,3,3
85,B,,social,fegr98,0,4
33,A,1,social,fegr98,1,4
43,A,,social,fegr98,2,4
55,B,1,social,fegr98,3,4
43,B,1,social,fegr98,0,5
85,B,,social,fegr98,1,5
55,A,,social,fegr98,2,5
33,A,1,social,fegr98,3,5
