stim,ParticipantAnswer,Reward,BlockType
50,A,1,nonsocial
50,B,0,nonsocial
50,A,1,nonsocial
50,B,1,nonsocial
50,B,0,nonsocial
50,A,1,nonsocial
50,B,0,nonsocial
50,A,1,nonsocial
50,A,1,nonsocial
50,B,0,nonsocial
50,B,0,nonsocial
50,A,0,nonsocial
40,A,1,nonsocial
40,A,0,nonsocial
40,A,1,nonsocial
40,B,0,nonsocial
40,B,0,nonsocial
40,B,1,nonsocial
40,B,0,nonsocial
40,B,0,nonsocial
40,A,0,nonsocial
40,A,1,nonsocial
40,A,1,nonsocial
40,A,1,nonsocial
84,B,1,nonsocial
84,B,0,nonsocial
84,B,0,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
84,B,1,nonsocial
30,A,0,nonsocial
30,B,1,nonsocial
30,A,0,nonsocial
30,B,0,nonsocial
30,B,1,nonsocial
30,A,0,nonsocial
30,A,0,nonsocial
30,A,0,nonsocial
30,A,0,nonsocial
30,A,0,nonsocial
30,B,1,nonsocial
30,B,1,nonsocial
95,A,1,social
95,A,0,social
95,A,0,social
95,A,1,social
95,B,0,social
95,B,0,social
95,B,0,social
95,A,1,social
95,B,0,social
95,A,1,social
95,B,0,social
95,B,0,social
69,B,1,social
69,B,0,social
69,B,1,social
69,B,0,social
69,A,0,social
69,B,1,social
69,A,0,social
69,A,0,social
69,B,1,social
69,B,1,social
69,B,1,social
69,B,1,social
13,A,0,social
13,B,1,social
13,A,0,social
13,A,0,social
13,A,0,social
13,A,0,social
13,B,0,social
13,B,1,social
13,A,0,social
13,A,0,social
13,A,0,social
13,B,1,social
81,B,0,social
81,B,0,social
81,A,1,social
81,B,0,social
81,A,1,social
81,B,0,social
81,A,1,social
81,B,0,social
81,B,0,social
81,B,0,social
81,A,1,social
81,A,1,social
