stim,ParticipantAnswer,Reward,BlockType
96,B,1,social
96,B,1,social
96,A,0,social
96,B,1,social
96,A,0,social
96,A,1,social
96,B,1,social
96,A,1,social
96,B,1,social
96,B,1,social
96,B,0,social
96,B,1,social
80,A,0,social
80,NA,0,social
80,B,1,social
80,B,1,social
80,A,0,social
80,B,1,social
80,A,0,social
80,A,0,social
80,B,1,social
80,A,1,social
80,A,0,social
80,B,1,social
46,A,1,social
46,B,1,social
46,B,0,social
46,A,1,social
46,A,1,social
46,B,0,social
46,A,1,social
46,B,0,social
46,A,1,social
46,A,1,social
46,A,1,social
46,B,0,social
72,B,0,social
72,A,1,social
72,A,1,social
72,A,1,social
72,B,0,social
72,B,0,social
72,B,1,social
72,B,0,social
72,A,1,social
72,B,0,social
72,B,0,social
72,B,0,social
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,0,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
53,B,1,nonsocial
51,B,0,nonsocial
51,A,1,nonsocial
51,A,1,nonsocial
51,A,1,nonsocial
51,A,1,nonsocial
51,A,1,nonsocial
51,A,1,nonsocial
51,A,0,nonsocial
51,A,1,nonsocial
51,A,1,nonsocial
51,A,1,nonsocial
51,A,0,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
93,B,0,nonsocial
93,B,1,nonsocial
93,B,1,nonsocial
97,A,1,nonsocial
97,A,0,nonsocial
97,B,1,nonsocial
97,B,0,nonsocial
97,A,1,nonsocial
97,A,1,nonsocial
97,B,0,nonsocial
97,B,0,nonsocial
97,B,0,nonsocial
97,B,0,nonsocial
97,B,1,nonsocial
97,B,0,nonsocial
