stim,ParticipantAnswer,Reward,BlockType
54,A,0,nonsocial
54,B,1,nonsocial
54,B,1,nonsocial
54,A,1,nonsocial
54,B,1,nonsocial
54,A,0,nonsocial
54,B,1,nonsocial
54,B,0,nonsocial
54,B,1,nonsocial
54,B,1,nonsocial
54,B,1,nonsocial
54,B,1,nonsocial
48,A,0,nonsocial
48,B,1,nonsocial
48,B,1,nonsocial
48,A,0,nonsocial
48,A,1,nonsocial
48,A,0,nonsocial
48,B,1,nonsocial
48,B,1,nonsocial
48,B,0,nonsocial
48,B,1,nonsocial
48,B,1,nonsocial
48,B,1,nonsocial
58,B,0,nonsocial
58,B,0,nonsocial
58,A,1,nonsocial
58,A,1,nonsocial
58,A,1,nonsocial
58,A,1,nonsocial
58,B,0,nonsocial
58,A,1,nonsocial
58,B,1,nonsocial
58,B,1,nonsocial
58,B,0,nonsocial
58,B,0,nonsocial
34,A,1,nonsocial
34,B,1,nonsocial
34,B,1,nonsocial
34,NA,0,nonsocial
34,A,1,nonsocial
34,B,1,nonsocial
34,B,0,nonsocial
34,A,0,nonsocial
34,A,0,nonsocial
34,B,0,nonsocial
34,A,1,nonsocial
34,A,0,nonsocial
13,A,0,social
13,B,1,social
13,B,1,social
13,B,1,social
13,B,1,social
13,B,1,social
13,A,0,social
13,B,1,social
13,B,1,social
13,B,1,social
13,B,0,social
13,B,1,social
73,B,0,social
73,B,0,social
73,B,0,social
73,A,1,social
73,A,1,social
73,A,1,social
73,A,1,social
73,A,1,social
73,A,1,social
73,A,0,social
73,A,0,social
73,A,1,social
43,A,1,social
43,A,1,social
43,A,0,social
43,A,1,social
43,A,1,social
43,A,1,social
43,A,1,social
43,A,1,social
43,A,1,social
43,A,1,social
43,A,0,social
43,A,1,social
89,A,0,social
89,B,1,social
89,B,1,social
89,B,1,social
89,B,1,social
89,B,1,social
89,A,0,social
89,B,1,social
89,B,1,social
89,B,0,social
89,B,1,social
89,B,0,social
